MTM2511,,Algoritmalar ve Veri Yapıları,3,0,0,3,6
IST2022,,Matematiksel İstatistik,2,2,0,3,6
MTM2602,,Yapay Zekaya Giriş,3,0,0,3,6
END3961,aa,Sistem Analizi,3,0,0,3,6
END3991,,Yöneylem Araştırması 2,3,0,0,3,6
MTM3561,,Sigorta Matematiğine Giriş,3,0,0,3,6
MTM3671,,Çizge Kuramı ve Algoritmalar,3,0,0,3,6
IST4131,,Ekonometri,3,0,0,3,6
MTM4531,,Sistem Analizi ve Dizayn,3,0,0,3,6
MTM4581,,Oyunlar Teorisine Giriş,3,0,0,3,6
MTM4641,,Veri Madenciliğine Giriş,3,0,0,3,6
MTM4661,,Nesneye Yönelik İleri Programlama,3,0,0,3,6
MTM4552,,Görüntü İşleme,3,0,0,3,6
MTM4622,,Yapay Zeka,3,0,0,3,6
MAT9901,,İşletmede Mesleki Eğitim 1,3,0,0,3,6
MAT9902,,İşletmede Mesleki Eğitim 2,3,0,0,3,6
MAT9903,,İşletmede Mesleki Eğitim 3,3,0,0,3,6
MAT3210,,Bulanık Mantığa Giriş,3,0,0,3,6
MAT3320,,Hilbert Uzaylarına Giriş,3,0,0,3,6
MAT3220,,Kodlama Teorisine Giriş,3,0,0,3,6
MAT3330,,Değişmeli Cebir,3,0,0,3,6
MAT3230,,Matematiksel İstatistik,3,0,0,3,6
MAT3340,,Bulanık Gruplar,3,0,0,3,6
MAT3240,,Yöneylem Araştırması,3,0,0,3,6
MAT3350,,Boole Cebirine Giriş,3,0,0,3,6
MAT3250,,Ayrık Matematik,3,0,0,3,6
MAT4340,,Kompleks Fonksiyonlar Teorisi 2,3,0,0,3,6
MAT3260,,Şifrelemeye Giriş,3,0,0,3,6
MAT4350,,Normlu Uzaylarda Sayısal Bölgeler,3,0,0,3,6
MAT3270,,Sayısal Analiz 2,3,0,0,3,6
MAT4360,,Dönüşümler ve Geometriler,3,0,0,3,6
MAT3280,,İntegral Denklemlere Giriş,3,0,0,3,6
MAT4370,,Yüzeyler Teorisi,3,0,0,3,6
MAT3290,,Bilgisayar Destekli Matematiksel Hesaplamalar,3,0,0,3,6
MAT4380,,Tensör Cebiri,3,0,0,3,6
MAT3310,,Oyunlar Teorisi,3,0,0,3,6
MAT4390,,Kontrol Teoriye Giriş,3,0,0,3,6
MAT4410,,Halkalar ve Modüller,3,0,0,3,6
MAT4240,,Sigorta Matematiği,3,0,0,3,6
MAT4420,,Klasik Matris Gruplarına Giriş,3,0,0,3,6
MAT4250,,Adi Diferansiyel Denklemlerin Sayısal Çözümleri,3,0,0,3,6
MAT4430,,Riesz Uzaylarına Giriş,3,0,0,3,6
MAT4260,,Veri Yapıları,3,0,0,3,6
MAT4440,,Pozitif Operatörlere Giriş,3,0,0,3,6
MAT4280,,Optimizasyon Teknikleri,3,0,0,3,6
MAT4450,,Dual Sayılar ve Kuaterniyonlar Teorisi,3,0,0,3,6
MAT4290,,Sistem Analizi,3,0,0,3,6
MAT4320,,Finans ve Yönetim Matematiği,3,0,0,3,6
MAT4460,,Düzlemsel Kinematik,3,0,0,3,6
MAT4330,,Mesleki İngilizce,3,0,0,3,6
MAT4470,,Öklid Dışı Geometri,3,0,0,3,6
MAT4520,,Bilgisayar Programlama 1,3,0,0,3,6
MAT4480,,Galois Teorisi,3,0,0,3,6
MAT4530,,Lineer Fark Denklemleri,3,0,0,3,6
MAT4490,,Cebirsel Geometriye Giriş,3,0,0,3,6
MAT4540,,Matematik Tarihi,3,0,0,3,6
MAT4510,,Lineer Operatörlere Giriş,3,0,0,3,6
MAT4570,,Sayılar Teorisinde Özel Sayılar ve Temel Denklemler,3,0,0,3,6
MAT4550,,Graf Teoriye Giriş,3,0,0,3,6
MAT4560,,Bilgisayar Programlama 2,3,0,0,3,6
MTM3552,,Yazılım Mühendisliği,3,0,0,3,6
MTM3571,,İşletim Sistemleri,3,0,0,3,6
MTM4521,,Nesneye Yönelik Programlama,3,0,0,3,6
MTM4602,,Web Programlama,3,0,0,3,6
MTM4692,,Uygulamalı SQL,3,0,0,3,6
