EGT2050,,Çocuk Psikolojisi,2,0,0,2,4
EGT2060,,Eğitim Antropolojisi,2,0,0,2,4
EGT2070,,Eğitimde Drama,2,0,0,2,4
EGT2080,,Eğitimde Program Geliştirme,2,0,0,2,4
EGT2100,,Karşılaştırmalı Eğitim,2,0,0,2,4
EGT2110,,Müze Eğitimi,2,0,0,2,4
EGT2120,,Okul Dışı Öğrenme Ortamları,2,0,0,2,4
EGT2130,,Açık ve Uzaktan Eğitim,2,0,0,2,4
EGT2140,,Eğitim Tarihi,2,0,0,2,4
EGT2150,,Eleştirel ve Analitik Düşünme,2,0,0,2,4
EGT2160,,Hastanede Yatan Çocukların Eğitimi,2,0,0,2,4
EGT2170,,Mikro Öğretim,2,0,0,2,4
EGT2180,,Öğrenme Güçlüğü,2,0,0,2,4
EGT2190,,Öğretimi Bireyselleştirme ve Uyarlama,2,0,0,2,4
EGT2200,,Eğitimde Proje Hazırlama,2,0,0,2,4
EGT2210,,Dikkat Eksikliği ve Hiperaktivite Bozukluğu,2,0,0,2,4
EGT2220,,Eğitim Hukuku,2,0,0,2,4
EGT2230,,Eğitimde Program Dışı Etkinlikler,2,0,0,2,4
EGT2240,,Sürdürülebilir Kalkınma ve Eğitim,2,0,0,2,4
EGT2250,,Kapsayıcı Eğitim,2,0,0,2,4
EGT2260,,Yetişkin Eğitimi ve Hayat Boyu Öğrenme,2,0,0,2,4
SBO2070,,Sosyal Bilgiler Ders Kitabı İncelemesi,2,0,0,2,4
SBO2080,,Sosyal Bilgiler Öğretimde Yerel-Çocuk Oyunları,2,0,0,2,4
SBO2090,,Sosyal Bilgiler Öğretiminde Drama,2,0,0,2,4
SBO2410,,Sosyal Bilgiler Öğretiminde Materyal Tasarımı,2,0,0,2,4
SBO2430,,Sosyal Bilgilerde Bilişim Teknolojileri,2,0,0,2,4
SBO2440,,Türk Hukuk Sistemi,2,0,0,2,3
SBO2450,,Türkiyenin Ekonomik Yapısı,2,0,0,2,4
SBO2420,,"Sosyal Bilgiler Öğretiminde Tarihsel Kanıt, Yerel ve Sözlü Tarih",2,0,0,2,4
SBO2020,,Çevre Eğitimi,2,0,0,2,4
SBO2030,,Günümüz Dünya Sorunları,2,0,0,2,4
SBO2040,,Harita Bilgisi Ve Uygulamaları,2,0,0,2,4
SBO2050,,Küreselleşme ve Toplum,2,0,0,2,4
SBO2060,,Sınıf İçi Öğrenmelerin Değerlendirilmesi,2,0,0,2,4
