GDM3262,,Gıda Makine ve Ekipmanları,2,0,0,2,4
GDM3282,,Gıda Biliminde Moleküler Biyoloji,2,0,0,2,4
GDM3192,,Bilim ve Teknoloji Tarihi,2,0,0,2,4
GDM3292,,Su Ürünleri İşleme Teknolojisi,2,0,0,2,4
GDM3332,,Gıda Endüstri Atıkları Ve Değerlendirmesi,2,0,0,2,4
GDM3202,,Gıda Hijyeni ve Sanitasyonu,2,0,0,2,4
GDM4183,,İşletmede Mesleki Eğitim (Koop) 1,2,0,0,2,4
GDM4185,,İşletmede Mesleki Eğitim (Koop) 2,2,0,0,2,4
GDM4141,,Gıdaların Fiziksel Özellikleri,2,0,0,2,4
GDM4171,,Fermentasyon Teknolojisi,2,0,0,2,4
GDM4181,,Gıdalardaki Fonksiyonel Bileşikler,2,0,0,2,4
GDM4091,,Gıda Mevzuatı,2,0,0,2,4
GDM4101,,Gıda Ürünlerinin Geliştirilmesi,2,0,0,2,4
GDM4201,,Duyusal Analiz,2,0,0,2,4
GDM4221,,Gıda Pazarlama,2,0,0,2,4
CEV4111,,Çevre ve Halk Sağlığı,2,0,0,2,4
CEV4141,,Yenilenebilir Enerji Sistemleri,2,0,0,2,4
GDM4184,,İşletmede Mesleki Eğitim (Koop) 3,2,0,0,2,4
GDM4186,,İşletmede Mesleki Eğitim (Koop) 4,2,0,0,2,4
GDM4212,,Enzim Bilimi,2,0,0,2,4
GDM4192,,Gıda Güvenliği Yönetim Sistemleri,2,0,0,2,4
GDM4142,,Hazır Yemek Teknolojisi,2,0,0,2,4
GDM4152,,Gıda Mühendisliğinde Proje Hazırlama İlkeleri,2,0,0,2,4
GDM4252,,Soğuk Tekniği,2,0,0,2,4
GDM4182,,Özel ve Geleneksel Gıdalar,2,0,0,2,4
GDM4172,,Gıda Mühendisliğinde Güncel Konular,2,0,0,2,4
