MDB1013,,Temel Japonca 1,3,0,0,3,3
MDB1015,,Temel Arapça 1,3,0,0,3,3
MDB1201,,Temel Romence 1,3,0,0,3,3
MDB2001,,Çeviri Becerilerine Giriş,3,0,0,3,3
MDB2003,,Toplum Önünde Konuşma,3,0,0,3,3
MDB1007,,Temel İtalyanca 1,3,0,0,3,3
BED1014,,Yoga Temel Eğitimi,3,0,0,3,3
MDB1001,,Temel Fransızca 1,3,0,0,3,3
MDB1004,,Temel İspanyolca 2,3,0,0,3,3
MDB1009,,Temel Yunanca 1,3,0,0,3,3
MDB1016,,Temel Arapça 2,3,0,0,3,3
MDB1019,,Temel Rusça 1,3,0,0,3,3
BED1013,,Pilates Temel Eğitimi,3,0,0,3,3
EUT2022,,NFT'ye Giriş,3,0,0,3,3
MDB1003,,Temel İspanyolca 1,3,0,0,3,3
MDB1005,,Temel Macarca 1,3,0,0,3,3
MDB1011,,Temel Çince 1,3,0,0,3,3
MDB1017,,Temel Farsça 1,3,0,0,3,3
MDB1101,,Temel Bulgarca 1,3,0,0,3,3
GRA2024,,Sanal Evrene Giriş (Metaverse),3,0,0,3,3
PDR2021,,Özel Eğitim,3,0,0,3,3
TRO2271,,Eski Türk Edebiyatında Motifler,3,0,0,3,3
TRO2281,,Türk Dili Tarihi,3,0,0,3,3
EGT1022,,Sosyal Antropoloji,3,0,0,3,3
EGT4041,,Eğitim Yönetimi,3,0,0,3,3
EGT2031,,İnsan Kaynakları Yönetimi,3,0,0,3,3
BED3011,,Basketbol Temel Teknik Eğitimi,3,0,0,3,3
BED4021,,Egzersiz ve Zihinsel Sağlık,3,0,0,3,3
BED3041,,Futbol ve Temel Hareket Öğretimi,3,0,0,3,3
BED4031,,Halk oyunları Temel Figür Eğitimi,3,0,0,3,3
BED3051,,Hentbol Temel Teknik Eğitimi,3,0,0,3,3
BED3012,,Korfbol Temel Teknik Eğitimi,3,0,0,3,3
BED4022,,Tenis Teknik ve Taktik Eğitimi,3,0,0,3,3
BED3042,,Voleybolda Temel Teknik Eğitimi,3,0,0,3,3
BED4032,,Temel Yüzme Teknikleri Eğitimi,3,0,0,3,3
MEM4501,,Seramikler,3,0,0,3,3
TRO2261,,Türkçe Öğretiminde Edebi Metinler,3,0,0,3,3
TRO4522,,Söylem yapısı ve Tür kuramı,3,0,0,3,3
SNF2112,,Türkiye Coğrafya ve Jeopolitiği,3,0,0,3,3
TRO4532,,Sözbilimsel Yapı Kuramı ve Metin Çözümlemeleri,3,0,0,3,3
ISL2560,,Halkla İlişkiler,3,0,0,3,3
ISL2710,,Aile İşletmeleri ve Kurumsallaşma,3,0,0,3,3
